,genus_init,genus_gtdb,quality,genome_id
NBC_00443,This study*,Streptomyces_G,HQ_I,NBC_00443
NBC_01497,This study*,Streptomyces_G,HQ_I,NBC_01497
NBC_01228,This study*,Streptomyces_G,HQ_I,NBC_01228
NBC_00503,This study*,Streptomyces_G,HQ_I,NBC_00503
NBC_00311,This study*,Streptomyces_G,HQ_I,NBC_00311
NBC_01759,This study*,Streptomyces_G,HQ_I,NBC_01759
NBC_00184,This study*,Streptomyces_G,HQ_I,NBC_00184
NBC_01611,This study*,non-Streptomyces_G,HQ_I,NBC_01611
NBC_01510,This study*,non-Streptomyces_G,HQ_I,NBC_01510
NBC_01257,This study*,Streptomyces_G,MQ_I,NBC_01257
NBC_00088,This study*,Streptomyces_G,HQ_I,NBC_00088
NBC_00507,This study*,non-Streptomyces_G,HQ_I,NBC_00507
NBC_00990,This study*,Streptomyces_G,HQ_I,NBC_00990
NBC_00125,This study*,Streptomyces_G,HQ_I,NBC_00125
NBC_00187,This study*,Streptomyces_G,HQ_I,NBC_00187
NBC_00712,This study*,Streptomyces_G,HQ_I,NBC_00712
NBC_01267,This study*,Streptomyces_G,HQ_I,NBC_01267
NBC_01007,This study*,Streptomyces_G,MQ_I,NBC_01007
NBC_01750,This study*,Streptomyces_G,HQ_I,NBC_01750
NBC_00112,This study*,non-Streptomyces_G,HQ_I,NBC_00112
NBC_00598,This study*,Streptomyces_G,HQ_I,NBC_00598
NBC_01224,This study*,Streptomyces_G,HQ_I,NBC_01224
NBC_00118,This study*,Streptomyces_G,HQ_I,NBC_00118
NBC_00073,This study*,Streptomyces_G,HQ_I,NBC_00073
NBC_01771,This study*,Streptomyces_G,HQ_I,NBC_01771
NBC_00632,This study*,Streptomyces_G,HQ_I,NBC_00632
NBC_00119,This study*,Streptomyces_G,HQ_I,NBC_00119
NBC_00710,This study*,Streptomyces_G,HQ_I,NBC_00710
NBC_01377,This study*,non-Streptomyces_G,HQ_I,NBC_01377
NBC_01811,This study*,non-Streptomyces_G,HQ_I,NBC_01811
NBC_00303,This study*,Streptomyces_G,HQ_I,NBC_00303
NBC_01694,This study*,Streptomyces_G,HQ_I,NBC_01694
NBC_01780,This study*,Streptomyces_G,HQ_I,NBC_01780
NBC_01300,This study*,non-Streptomyces_G,HQ_I,NBC_01300
NBC_00540,This study*,Streptomyces_G,MQ_I,NBC_00540
NBC_01344,This study*,Streptomyces_G,HQ_I,NBC_01344
NBC_01314,This study*,Streptomyces_G,MQ_I,NBC_01314
NBC_01657,This study*,Streptomyces_G,HQ_I,NBC_01657
NBC_00286,This study*,Streptomyces_G,HQ_I,NBC_00286
NBC_00821,This study*,non-Streptomyces_G,HQ_I,NBC_00821
NBC_01218,This study*,Streptomyces_G,HQ_I,NBC_01218
NBC_01078,This study*,Streptomyces_G,HQ_I,NBC_01078
NBC_01369,This study*,Streptomyces_G,HQ_I,NBC_01369
NBC_00161,This study*,Streptomyces_G,HQ_I,NBC_00161
NBC_00636,This study*,Streptomyces_G,HQ_I,NBC_00636
NBC_00487,This study*,Streptomyces_G,HQ_I,NBC_00487
NBC_00450,This study*,Streptomyces_G,HQ_I,NBC_00450
NBC_01318,This study*,Streptomyces_G,HQ_I,NBC_01318
NBC_01774,This study*,Streptomyces_G,HQ_I,NBC_01774
NBC_00049,This study*,Streptomyces_G,HQ_I,NBC_00049
NBC_01281,This study*,Streptomyces_G,HQ_I,NBC_01281
NBC_01011,This study*,Streptomyces_G,HQ_I,NBC_01011
NBC_01646,This study*,Streptomyces_G,HQ_I,NBC_01646
NBC_00879,This study*,Streptomyces_G,HQ_I,NBC_00879
NBC_00361,This study*,non-Streptomyces_G,HQ_I,NBC_00361
NBC_00122,This study*,Streptomyces_G,HQ_I,NBC_00122
NBC_00403,This study*,non-Streptomyces_G,HQ_I,NBC_00403
NBC_01556,This study*,Streptomyces_G,HQ_I,NBC_01556
NBC_00435,This study*,Streptomyces_G,HQ_I,NBC_00435
NBC_01562,This study*,Streptomyces_G,HQ_I,NBC_01562
NBC_01271,This study*,Streptomyces_G,HQ_I,NBC_01271
NBC_00028,This study*,Streptomyces_G,HQ_I,NBC_00028
NBC_01422,This study*,Streptomyces_G,HQ_I,NBC_01422
NBC_00400,This study*,Streptomyces_G,HQ_I,NBC_00400
NBC_01527,This study*,Streptomyces_G,HQ_I,NBC_01527
NBC_01579,This study*,Streptomyces_G,HQ_I,NBC_01579
NBC_00211,This study*,Streptomyces_G,HQ_I,NBC_00211
NBC_01023,This study*,Streptomyces_G,HQ_I,NBC_01023
NBC_01288,This study*,Streptomyces_G,HQ_I,NBC_01288
NBC_00484,This study*,Streptomyces_G,HQ_I,NBC_00484
NBC_00133,This study*,Streptomyces_G,HQ_I,NBC_00133
NBC_01584,This study*,Streptomyces_G,HQ_I,NBC_01584
NBC_00438,This study*,non-Streptomyces_G,HQ_I,NBC_00438
NBC_01355,This study*,Streptomyces_G,HQ_I,NBC_01355
NBC_01170,This study*,Streptomyces_G,HQ_I,NBC_01170
NBC_00070,This study*,non-Streptomyces_G,HQ_I,NBC_00070
NBC_00131,This study*,Streptomyces_G,HQ_I,NBC_00131
NBC_01439,This study*,Streptomyces_G,HQ_I,NBC_01439
NBC_01718,This study*,Streptomyces_G,HQ_I,NBC_01718
NBC_01266,This study*,non-Streptomyces_G,HQ_I,NBC_01266
NBC_01693,This study*,Streptomyces_G,HQ_I,NBC_01693
NBC_00649,This study*,Streptomyces_G,HQ_I,NBC_00649
NBC_01270,This study*,Streptomyces_G,HQ_I,NBC_01270
NBC_01420,This study*,Streptomyces_G,HQ_I,NBC_01420
NBC_00842,This study*,Streptomyces_G,HQ_I,NBC_00842
NBC_00043,This study*,Streptomyces_G,HQ_I,NBC_00043
NBC_01341,This study*,Streptomyces_G,HQ_I,NBC_01341
NBC_01766,This study*,Streptomyces_G,HQ_I,NBC_01766
NBC_01227,This study*,non-Streptomyces_G,HQ_I,NBC_01227
NBC_01555,This study*,non-Streptomyces_G,HQ_I,NBC_01555
NBC_00838,This study*,Streptomyces_G,HQ_I,NBC_00838
NBC_01212,This study*,Streptomyces_G,HQ_I,NBC_01212
NBC_01359,This study*,Streptomyces_G,HQ_I,NBC_01359
NBC_00535,This study*,Streptomyces_G,HQ_I,NBC_00535
NBC_01692,This study*,Streptomyces_G,HQ_I,NBC_01692
NBC_01711,This study*,Streptomyces_G,HQ_I,NBC_01711
NBC_00508,This study*,non-Streptomyces_G,HQ_I,NBC_00508
NBC_00616,This study*,Streptomyces_G,HQ_I,NBC_00616
NBC_01650,This study*,Streptomyces_G,HQ_I,NBC_01650
NBC_00464,This study*,Streptomyces_G,HQ_I,NBC_00464
NBC_00631,This study*,Streptomyces_G,HQ_I,NBC_00631
NBC_01340,This study*,Streptomyces_G,HQ_I,NBC_01340
NBC_00664,This study*,Streptomyces_G,HQ_I,NBC_00664
NBC_00634,This study*,Streptomyces_G,HQ_I,NBC_00634
NBC_00254,This study*,non-Streptomyces_G,HQ_I,NBC_00254
NBC_00493,This study*,Streptomyces_G,HQ_I,NBC_00493
NBC_00156,This study*,Streptomyces_G,HQ_I,NBC_00156
NBC_00480,This study*,Streptomyces_G,HQ_I,NBC_00480
NBC_00457,This study*,Streptomyces_G,HQ_I,NBC_00457
NBC_01411,This study*,Streptomyces_G,HQ_I,NBC_01411
NBC_00562,This study*,Streptomyces_G,HQ_I,NBC_00562
NBC_01378,This study*,Streptomyces_G,HQ_I,NBC_01378
NBC_01108,This study*,Streptomyces_G,HQ_I,NBC_01108
NBC_00724,This study*,Streptomyces_G,HQ_I,NBC_00724
NBC_00987,This study*,Streptomyces_G,HQ_I,NBC_00987
NBC_01543,This study*,Streptomyces_G,HQ_I,NBC_01543
NBC_01799,This study*,Streptomyces_G,HQ_I,NBC_01799
NBC_01417,This study*,Streptomyces_G,HQ_I,NBC_01417
NBC_00448,This study*,Streptomyces_G,HQ_I,NBC_00448
NBC_01763,This study*,Streptomyces_G,HQ_I,NBC_01763
NBC_00870,This study*,Streptomyces_G,HQ_I,NBC_00870
NBC_00889,This study*,non-Streptomyces_G,HQ_I,NBC_00889
NBC_01356,This study*,Streptomyces_G,HQ_I,NBC_01356
NBC_00353,This study*,Streptomyces_G,HQ_I,NBC_00353
NBC_01686,This study*,Streptomyces_G,HQ_I,NBC_01686
NBC_01546,This study*,Streptomyces_G,HQ_I,NBC_01546
NBC_01696,This study*,Streptomyces_G,HQ_I,NBC_01696
NBC_00890,This study*,Streptomyces_G,HQ_I,NBC_00890
NBC_01480,This study*,non-Streptomyces_G,HQ_I,NBC_01480
NBC_00670,This study*,Streptomyces_G,HQ_I,NBC_00670
NBC_00168,This study*,Streptomyces_G,HQ_I,NBC_00168
NBC_00321,This study*,non-Streptomyces_G,HQ_I,NBC_00321
NBC_00576,This study*,Streptomyces_G,HQ_I,NBC_00576
NBC_00106,This study*,non-Streptomyces_G,HQ_I,NBC_00106
NBC_00012,This study*,Streptomyces_G,HQ_I,NBC_00012
NBC_00873,This study*,Streptomyces_G,HQ_I,NBC_00873
NBC_01810,This study*,non-Streptomyces_G,HQ_I,NBC_01810
NBC_00087,This study*,Streptomyces_G,HQ_I,NBC_00087
NBC_01735,This study*,Streptomyces_G,HQ_I,NBC_01735
NBC_01445,This study*,Streptomyces_G,MQ_I,NBC_01445
NBC_01460,This study*,Streptomyces_G,HQ_I,NBC_01460
NBC_01004,This study*,Streptomyces_G,HQ_I,NBC_01004
NBC_01482,This study*,non-Streptomyces_G,HQ_I,NBC_01482
NBC_01758,This study*,Streptomyces_G,HQ_I,NBC_01758
NBC_00295,This study*,non-Streptomyces_G,HQ_I,NBC_00295
NBC_00185,This study*,Streptomyces_G,HQ_I,NBC_00185
NBC_00453,This study*,Streptomyces_G,HQ_I,NBC_00453
NBC_01020,This study*,Streptomyces_G,HQ_I,NBC_01020
NBC_00711,This study*,Streptomyces_G,HQ_I,NBC_00711
NBC_01563,This study*,Streptomyces_G,HQ_I,NBC_01563
NBC_00041,This study*,Streptomyces_G,HQ_I,NBC_00041
NBC_01436,This study*,Streptomyces_G,HQ_I,NBC_01436
NBC_00839,This study*,Streptomyces_G,HQ_I,NBC_00839
NBC_00380,This study*,non-Streptomyces_G,HQ_I,NBC_00380
NBC_00024,This study*,Streptomyces_G,HQ_I,NBC_00024
NBC_01013,This study*,Streptomyces_G,HQ_I,NBC_01013
NBC_01255,This study*,Streptomyces_G,HQ_I,NBC_01255
NBC_01299,This study*,Streptomyces_G,HQ_I,NBC_01299
NBC_01474,This study*,Streptomyces_G,MQ_I,NBC_01474
NBC_01801,This study*,non-Streptomyces_G,HQ_I,NBC_01801
NBC_01009,This study*,non-Streptomyces_G,HQ_I,NBC_01009
NBC_01676,This study*,Streptomyces_G,HQ_I,NBC_01676
NBC_01592,This study*,Streptomyces_G,HQ_I,NBC_01592
NBC_01522,This study*,Streptomyces_G,HQ_I,NBC_01522
NBC_01196,This study*,Streptomyces_G,HQ_I,NBC_01196
NBC_00191,This study*,Streptomyces_G,HQ_I,NBC_00191
NBC_01622,This study*,Streptomyces_G,HQ_I,NBC_01622
NBC_01714,This study*,Streptomyces_G,HQ_I,NBC_01714
NBC_00835,This study*,Streptomyces_G,HQ_I,NBC_00835
NBC_01621,This study*,Streptomyces_G,HQ_I,NBC_01621
NBC_00090,This study*,Streptomyces_G,HQ_I,NBC_00090
NBC_00197,This study*,Streptomyces_G,HQ_I,NBC_00197
NBC_00419,This study*,non-Streptomyces_G,HQ_I,NBC_00419
NBC_01770,This study*,Streptomyces_G,HQ_I,NBC_01770
NBC_01110,This study*,Streptomyces_G,HQ_I,NBC_01110
NBC_01723,This study*,Streptomyces_G,HQ_I,NBC_01723
NBC_01803,This study*,Streptomyces_G,HQ_I,NBC_01803
NBC_00825,This study*,Streptomyces_G,HQ_I,NBC_00825
NBC_00212,This study*,Streptomyces_G,HQ_I,NBC_00212
NBC_01495,This study*,non-Streptomyces_G,HQ_I,NBC_01495
NBC_01808,This study*,Streptomyces_G,HQ_I,NBC_01808
NBC_01552,This study*,Streptomyces_G,HQ_I,NBC_01552
NBC_01617,This study*,Streptomyces_G,HQ_I,NBC_01617
NBC_01478,This study*,Streptomyces_G,HQ_I,NBC_01478
NBC_00383,This study*,Streptomyces_G,HQ_I,NBC_00383
NBC_01498,This study*,Streptomyces_G,HQ_I,NBC_01498
NBC_00523,This study*,Streptomyces_G,HQ_I,NBC_00523
NBC_01447,This study*,Streptomyces_G,HQ_I,NBC_01447
NBC_00663,This study*,Streptomyces_G,HQ_I,NBC_00663
NBC_00564,This study*,Streptomyces_G,HQ_I,NBC_00564
NBC_00696,This study*,Streptomyces_G,HQ_I,NBC_00696
NBC_00359,This study*,non-Streptomyces_G,HQ_I,NBC_00359
NBC_01260,This study*,Streptomyces_G,HQ_I,NBC_01260
NBC_00468,This study*,non-Streptomyces_G,HQ_I,NBC_00468
NBC_00666,This study*,Streptomyces_G,HQ_I,NBC_00666
NBC_01337,This study*,Streptomyces_G,HQ_I,NBC_01337
NBC_00683,This study*,Streptomyces_G,HQ_I,NBC_00683
NBC_01607,This study*,Streptomyces_G,HQ_I,NBC_01607
NBC_01283,This study*,Streptomyces_G,HQ_I,NBC_01283
NBC_01167,This study*,Streptomyces_G,HQ_I,NBC_01167
NBC_01418,This study*,Streptomyces_G,HQ_I,NBC_01418
NBC_01462,This study*,Streptomyces_G,HQ_I,NBC_01462
NBC_00082,This study*,Streptomyces_G,HQ_I,NBC_00082
NBC_01609,This study*,non-Streptomyces_G,HQ_I,NBC_01609
NBC_00220,This study*,Streptomyces_G,HQ_I,NBC_00220
NBC_01614,This study*,Streptomyces_G,HQ_I,NBC_01614
NBC_00371,This study*,Streptomyces_G,HQ_I,NBC_00371
NBC_00488,This study*,Streptomyces_G,HQ_I,NBC_00488
NBC_00836,This study*,Streptomyces_G,HQ_I,NBC_00836
NBC_00190,This study*,Streptomyces_G,HQ_I,NBC_00190
NBC_01286,This study*,non-Streptomyces_G,HQ_I,NBC_01286
NBC_01294,This study*,Streptomyces_G,MQ_I,NBC_01294
NBC_00775,This study*,Streptomyces_G,HQ_I,NBC_00775
NBC_01505,This study*,non-Streptomyces_G,HQ_I,NBC_01505
NBC_01336,This study*,Streptomyces_G,HQ_I,NBC_01336
NBC_00863,This study*,non-Streptomyces_G,HQ_I,NBC_00863
NBC_01734,This study*,non-Streptomyces_G,HQ_I,NBC_01734
NBC_00116,This study*,Streptomyces_G,HQ_I,NBC_00116
NBC_01124,This study*,Streptomyces_G,HQ_I,NBC_01124
NBC_00651,This study*,Streptomyces_G,HQ_I,NBC_00651
NBC_00469,This study*,non-Streptomyces_G,HQ_I,NBC_00469
NBC_00163,This study*,non-Streptomyces_G,HQ_I,NBC_00163
NBC_00322,This study*,Streptomyces_G,HQ_I,NBC_00322
NBC_00334,This study*,Streptomyces_G,HQ_I,NBC_00334
NBC_00466,This study*,Streptomyces_G,HQ_I,NBC_00466
NBC_00499,This study*,Streptomyces_G,HQ_I,NBC_00499
NBC_00963,This study*,Streptomyces_G,HQ_I,NBC_00963
NBC_00482,This study*,non-Streptomyces_G,HQ_I,NBC_00482
NBC_00270,This study*,Streptomyces_G,HQ_I,NBC_00270
NBC_00617,This study*,non-Streptomyces_G,HQ_I,NBC_00617
NBC_01576,This study*,Streptomyces_G,HQ_I,NBC_01576
NBC_01560,This study*,non-Streptomyces_G,HQ_I,NBC_01560
NBC_01190,This study*,Streptomyces_G,HQ_I,NBC_01190
NBC_01386,This study*,Streptomyces_G,HQ_I,NBC_01386
NBC_00781,This study*,non-Streptomyces_G,HQ_I,NBC_00781
NBC_01244,This study*,Streptomyces_G,HQ_I,NBC_01244
NBC_01740,This study*,non-Streptomyces_G,HQ_I,NBC_01740
NBC_01779,This study*,Streptomyces_G,HQ_I,NBC_01779
NBC_01353,This study*,Streptomyces_G,HQ_I,NBC_01353
NBC_00302,This study*,Streptomyces_G,HQ_I,NBC_00302
NBC_00999,This study*,Streptomyces_G,HQ_I,NBC_00999
NBC_01798,This study*,Streptomyces_G,HQ_I,NBC_01798
NBC_01602,This study*,Streptomyces_G,HQ_I,NBC_01602
NBC_01717,This study*,Streptomyces_G,HQ_I,NBC_01717
NBC_01351,This study*,Streptomyces_G,HQ_I,NBC_01351
NBC_00005,This study*,Streptomyces_G,HQ_I,NBC_00005
NBC_01538,This study*,Streptomyces_G,HQ_I,NBC_01538
NBC_00151,This study*,Streptomyces_G,MQ_I,NBC_00151
NBC_00510,This study*,Streptomyces_G,HQ_I,NBC_00510
NBC_01236,This study*,Streptomyces_G,HQ_I,NBC_01236
NBC_00899,This study*,Streptomyces_G,HQ_I,NBC_00899
NBC_01679,This study*,Streptomyces_G,HQ_I,NBC_01679
NBC_00832,This study*,Streptomyces_G,HQ_I,NBC_00832
NBC_01429,This study*,Streptomyces_G,HQ_I,NBC_01429
NBC_00248,This study*,Streptomyces_G,HQ_I,NBC_00248
NBC_01796,This study*,non-Streptomyces_G,HQ_I,NBC_01796
NBC_00866,This study*,Streptomyces_G,HQ_I,NBC_00866
NBC_00252,This study*,Streptomyces_G,HQ_I,NBC_00252
NBC_01627,This study*,Streptomyces_G,HQ_I,NBC_01627
NBC_01199,This study*,non-Streptomyces_G,HQ_I,NBC_01199
NBC_00345,This study*,non-Streptomyces_G,HQ_I,NBC_00345
NBC_00029,This study*,Streptomyces_G,HQ_I,NBC_00029
NBC_00101,This study*,Streptomyces_G,HQ_I,NBC_00101
NBC_00016,This study*,Streptomyces_G,HQ_I,NBC_00016
NBC_01585,This study*,Streptomyces_G,MQ_I,NBC_01585
NBC_01435,This study*,Streptomyces_G,HQ_I,NBC_01435
NBC_00515,This study*,Streptomyces_G,HQ_I,NBC_00515
NBC_01203,This study*,non-Streptomyces_G,HQ_I,NBC_01203
NBC_01795,This study*,Streptomyces_G,HQ_I,NBC_01795
NBC_00855,This study*,non-Streptomyces_G,HQ_I,NBC_00855
NBC_01362,This study*,Streptomyces_G,HQ_I,NBC_01362
NBC_00554,This study*,Streptomyces_G,HQ_I,NBC_00554
NBC_01484,This study*,non-Streptomyces_G,HQ_I,NBC_01484
NBC_01749,This study*,Streptomyces_G,HQ_I,NBC_01749
NBC_01777,This study*,Streptomyces_G,HQ_I,NBC_01777
NBC_01715,This study*,Streptomyces_G,HQ_I,NBC_01715
NBC_00357,This study*,Streptomyces_G,HQ_I,NBC_00357
NBC_00489,This study*,Streptomyces_G,HQ_I,NBC_00489
NBC_00223,This study*,Streptomyces_G,HQ_I,NBC_00223
NBC_01453,This study*,Streptomyces_G,HQ_I,NBC_01453
NBC_00075,This study*,Streptomyces_G,HQ_I,NBC_00075
NBC_01250,This study*,non-Streptomyces_G,HQ_I,NBC_01250
NBC_01755,This study*,non-Streptomyces_G,HQ_I,NBC_01755
NBC_01523,This study*,Streptomyces_G,HQ_I,NBC_01523
NBC_00557,This study*,Streptomyces_G,HQ_I,NBC_00557
NBC_00110,This study*,Streptomyces_G,HQ_I,NBC_00110
NBC_00478,This study*,Streptomyces_G,HQ_I,NBC_00478
NBC_01753,This study*,Streptomyces_G,MQ_I,NBC_01753
NBC_00080,This study*,Streptomyces_G,HQ_I,NBC_00080
NBC_01601,This study*,Streptomyces_G,HQ_I,NBC_01601
NBC_00909,This study*,Streptomyces_G,HQ_I,NBC_00909
NBC_01488,This study*,non-Streptomyces_G,HQ_I,NBC_01488
NBC_00019,This study*,Streptomyces_G,HQ_I,NBC_00019
NBC_00107,This study*,Streptomyces_G,HQ_I,NBC_00107
NBC_01262,This study*,Streptomyces_G,HQ_I,NBC_01262
NBC_00257,This study*,Streptomyces_G,HQ_I,NBC_00257
NBC_01136,This study*,Streptomyces_G,HQ_I,NBC_01136
NBC_00376,This study*,Streptomyces_G,HQ_I,NBC_00376
NBC_00138,This study*,Streptomyces_G,HQ_I,NBC_00138
NBC_00180,This study*,Streptomyces_G,HQ_I,NBC_00180
NBC_01137,This study*,Streptomyces_G,HQ_I,NBC_01137
NBC_01259,This study*,Streptomyces_G,HQ_I,NBC_01259
NBC_00057,This study*,Streptomyces_G,HQ_I,NBC_00057
NBC_01724,This study*,Streptomyces_G,HQ_I,NBC_01724
NBC_01134,This study*,Streptomyces_G,HQ_I,NBC_01134
NBC_00135,This study*,Streptomyces_G,HQ_I,NBC_00135
NBC_01520,This study*,Streptomyces_G,HQ_I,NBC_01520
NBC_00414,This study*,Streptomyces_G,HQ_I,NBC_00414
NBC_00858,This study*,non-Streptomyces_G,HQ_I,NBC_00858
NBC_00896,This study*,non-Streptomyces_G,HQ_I,NBC_00896
NBC_00390,This study*,Streptomyces_G,HQ_I,NBC_00390
NBC_00040,This study*,Streptomyces_G,HQ_I,NBC_00040
NBC_00287,This study*,Streptomyces_G,HQ_I,NBC_00287
NBC_00076,This study*,Streptomyces_G,HQ_I,NBC_00076
NBC_01703,This study*,Streptomyces_G,HQ_I,NBC_01703
NBC_01106,This study*,Streptomyces_G,HQ_I,NBC_01106
NBC_00735,This study*,Streptomyces_G,HQ_I,NBC_00735
NBC_01171,This study*,Streptomyces_G,HQ_I,NBC_01171
NBC_01276,This study*,Streptomyces_G,HQ_I,NBC_01276
NBC_01508,This study*,Streptomyces_G,HQ_I,NBC_01508
NBC_00827,This study*,Streptomyces_G,HQ_I,NBC_00827
NBC_01127,This study*,Streptomyces_G,HQ_I,NBC_01127
NBC_01372,This study*,Streptomyces_G,HQ_I,NBC_01372
NBC_00179,This study*,Streptomyces_G,HQ_I,NBC_00179
NBC_00415,This study*,Streptomyces_G,HQ_I,NBC_00415
NBC_01469,This study*,non-Streptomyces_G,HQ_I,NBC_01469
NBC_00541,This study*,Streptomyces_G,HQ_I,NBC_00541
NBC_01773,This study*,Streptomyces_G,MQ_I,NBC_01773
NBC_01297,This study*,Streptomyces_G,HQ_I,NBC_01297
NBC_00085,This study*,non-Streptomyces_G,HQ_I,NBC_00085
NBC_01661,This study*,Streptomyces_G,HQ_I,NBC_01661
NBC_01232,This study*,Streptomyces_G,HQ_I,NBC_01232
NBC_01080,This study*,Streptomyces_G,HQ_I,NBC_01080
NBC_00556,This study*,Streptomyces_G,HQ_I,NBC_00556
NBC_01401,This study*,Streptomyces_G,HQ_I,NBC_01401
NBC_00461,This study*,Streptomyces_G,HQ_I,NBC_00461
NBC_00344,This study*,Streptomyces_G,HQ_I,NBC_00344
NBC_01246,This study*,non-Streptomyces_G,HQ_I,NBC_01246
NBC_01762,This study*,Streptomyces_G,HQ_I,NBC_01762
NBC_00513,This study*,Streptomyces_G,HQ_I,NBC_00513
NBC_01640,This study*,Streptomyces_G,HQ_I,NBC_01640
NBC_01689,This study*,Streptomyces_G,HQ_I,NBC_01689
NBC_00826,This study*,Streptomyces_G,HQ_I,NBC_00826
NBC_01343,This study*,Streptomyces_G,HQ_I,NBC_01343
NBC_01643,This study*,Streptomyces_G,HQ_I,NBC_01643
NBC_00280,This study*,Streptomyces_G,HQ_I,NBC_00280
NBC_01248,This study*,Streptomyces_G,HQ_I,NBC_01248
NBC_00243,This study*,Streptomyces_G,MQ_I,NBC_00243
NBC_00228,This study*,Streptomyces_G,HQ_I,NBC_00228
NBC_01431,This study*,Streptomyces_G,HQ_I,NBC_01431
NBC_00623,This study*,Streptomyces_G,HQ_I,NBC_00623
NBC_01194,This study*,Streptomyces_G,HQ_I,NBC_01194
NBC_00511,This study*,non-Streptomyces_G,HQ_I,NBC_00511
NBC_00042,This study*,Streptomyces_G,HQ_I,NBC_00042
NBC_01471,This study*,Streptomyces_G,HQ_I,NBC_01471
NBC_00456,This study*,Streptomyces_G,HQ_I,NBC_00456
NBC_01506,This study*,Streptomyces_G,HQ_I,NBC_01506
NBC_01211,This study*,Streptomyces_G,HQ_I,NBC_01211
NBC_00425,This study*,Streptomyces_G,HQ_I,NBC_00425
NBC_00299,This study*,Streptomyces_G,HQ_I,NBC_00299
NBC_00881,This study*,non-Streptomyces_G,HQ_I,NBC_00881
NBC_01685,This study*,Streptomyces_G,HQ_I,NBC_01685
NBC_01360,This study*,Streptomyces_G,HQ_I,NBC_01360
NBC_00225,This study*,Streptomyces_G,HQ_I,NBC_00225
NBC_00472,This study*,Streptomyces_G,HQ_I,NBC_00472
NBC_00618,This study*,Streptomyces_G,HQ_I,NBC_00618
NBC_00342,This study*,Streptomyces_G,HQ_I,NBC_00342
NBC_00169,This study*,Streptomyces_G,HQ_I,NBC_00169
NBC_00226,This study*,Streptomyces_G,HQ_I,NBC_00226
NBC_00288,This study*,Streptomyces_G,HQ_I,NBC_00288
NBC_00381,This study*,Streptomyces_G,HQ_I,NBC_00381
NBC_00988,This study*,Streptomyces_G,HQ_I,NBC_00988
NBC_01201,This study*,Streptomyces_G,HQ_I,NBC_01201
NBC_00017,This study*,Streptomyces_G,HQ_I,NBC_00017
NBC_01558,This study*,Streptomyces_G,MQ_I,NBC_01558
NBC_01230,This study*,Streptomyces_G,HQ_I,NBC_01230
NBC_01483,This study*,Streptomyces_G,HQ_I,NBC_01483
NBC_00326,This study*,non-Streptomyces_G,HQ_I,NBC_00326
NBC_01215,This study*,Streptomyces_G,HQ_I,NBC_01215
NBC_01389,This study*,non-Streptomyces_G,HQ_I,NBC_01389
NBC_01367,This study*,Streptomyces_G,HQ_I,NBC_01367
NBC_00558,This study*,Streptomyces_G,HQ_I,NBC_00558
NBC_00588,This study*,Streptomyces_G,HQ_I,NBC_00588
NBC_00349,This study*,Streptomyces_G,HQ_I,NBC_00349
NBC_00189,This study*,Streptomyces_G,HQ_I,NBC_00189
NBC_01726,This study*,non-Streptomyces_G,HQ_I,NBC_01726
NBC_00385,This study*,Streptomyces_G,MQ_I,NBC_00385
NBC_01809,This study*,non-Streptomyces_G,HQ_I,NBC_01809
NBC_00261,This study*,Streptomyces_G,HQ_I,NBC_00261
NBC_01325,This study*,Streptomyces_G,HQ_I,NBC_01325
NBC_01185,This study*,Streptomyces_G,HQ_I,NBC_01185
NBC_00886,This study*,Streptomyces_G,HQ_I,NBC_00886
NBC_00850,This study*,non-Streptomyces_G,HQ_I,NBC_00850
NBC_00856,This study*,Streptomyces_G,HQ_I,NBC_00856
NBC_00061,This study*,non-Streptomyces_G,HQ_I,NBC_00061
NBC_00003,This study*,Streptomyces_G,HQ_I,NBC_00003
NBC_00421,This study*,non-Streptomyces_G,HQ_I,NBC_00421
NBC_01216,This study*,Streptomyces_G,HQ_I,NBC_01216
NBC_01727,This study*,Streptomyces_G,HQ_I,NBC_01727
NBC_00667,This study*,Streptomyces_G,HQ_I,NBC_00667
NBC_00659,This study*,Streptomyces_G,HQ_I,NBC_00659
NBC_00335,This study*,Streptomyces_G,HQ_I,NBC_00335
NBC_00002,This study*,Streptomyces_G,HQ_I,NBC_00002
NBC_01278,This study*,Streptomyces_G,HQ_I,NBC_01278
NBC_00989,This study*,Streptomyces_G,HQ_I,NBC_00989
NBC_01648,This study*,Streptomyces_G,HQ_I,NBC_01648
NBC_00658,This study*,Streptomyces_G,HQ_I,NBC_00658
NBC_00396,This study*,non-Streptomyces_G,HQ_I,NBC_00396
NBC_00995,This study*,Streptomyces_G,HQ_I,NBC_00995
NBC_01547,This study*,Streptomyces_G,HQ_I,NBC_01547
NBC_00470,This study*,Streptomyces_G,HQ_I,NBC_00470
NBC_01428,This study*,Streptomyces_G,HQ_I,NBC_01428
NBC_00234,This study*,Streptomyces_G,HQ_I,NBC_00234
NBC_00096,This study*,Streptomyces_G,HQ_I,NBC_00096
NBC_01516,This study*,Streptomyces_G,HQ_I,NBC_01516
NBC_00221,This study*,Streptomyces_G,HQ_I,NBC_00221
NBC_00704,This study*,Streptomyces_G,HQ_I,NBC_00704
NBC_00441,This study*,Streptomyces_G,HQ_I,NBC_00441
NBC_00315,This study*,non-Streptomyces_G,HQ_I,NBC_00315
